filename,n_cows,beds
2024-01-12-09-00-04.jpg,1,2
2024-01-12-09-55-05.jpg,1,0
2024-01-12-07-35-04.jpg,1,2
2024-01-12-22-00-05.jpg,2,"1,3"
2024-01-12-04-20-05.jpg,3,"1,2,3"
2024-01-12-21-15-04.jpg,1,3
2024-01-12-08-10-05.jpg,1,2
2024-01-12-17-55-05.jpg,1,2
2024-01-12-17-00-05.jpg,3,"0,1,2"
2024-01-12-08-45-05.jpg,1,2
2024-01-12-13-35-05.jpg,3,"0,1,2"
2024-01-12-21-40-04.jpg,2,"0,3"
2024-01-12-18-25-04.jpg,0,
2024-01-12-22-55-05.jpg,1,2
2024-01-12-10-20-04.jpg,0,
2024-01-12-14-15-04.jpg,2,"1,2"
2024-01-12-14-40-05.jpg,1,2
2024-01-12-03-55-04.jpg,4,"0,1,2,3"
2024-01-12-11-10-05.jpg,0,
2024-01-12-06-50-05.jpg,1,1
2024-01-12-06-05-04.jpg,1,1
2024-01-12-15-25-05.jpg,0,
2024-01-12-20-25-04.jpg,2,"0,1"
2024-01-12-12-50-05.jpg,1,1
2024-01-12-05-10-05.jpg,2,"1,3"
2024-01-12-05-45-04.jpg,0,
2024-01-12-12-05-05.jpg,1,1
2024-01-12-09-20-04.jpg,0,
2024-01-12-16-30-05.jpg,2,"0,1"
2024-01-12-19-40-05.jpg,1,1
2024-01-12-19-15-04.jpg,0,
2024-01-12-11-45-05.jpg,1,1
2024-01-12-15-35-05.jpg,0,
2024-01-12-11-00-05.jpg,0,
2024-01-12-19-05-05.jpg,0,
2024-01-12-06-40-05.jpg,1,1
2024-01-12-12-40-05.jpg,1,1
2024-01-12-12-15-04.jpg,1,1
2024-01-12-05-55-04.jpg,0,
2024-01-12-05-00-05.jpg,3,"1,2,3"
2024-01-12-16-20-04.jpg,2,"0,1"
2024-01-12-09-30-04.jpg,1,0
2024-01-12-20-35-05.jpg,2,"0,1"
2024-01-12-06-15-05.jpg,1,1
2024-01-12-11-55-05.jpg,1,1
2024-01-12-19-50-05.jpg,1,1
2024-01-12-07-25-04.jpg,1,2
2024-01-12-18-35-05.jpg,0,
2024-01-12-22-45-04.jpg,0,
2024-01-12-10-30-05.jpg,0,
2024-01-12-03-45-05.jpg,3,"1,2,3"
2024-01-12-14-05-05.jpg,2,"1,2"
2024-01-12-14-50-04.jpg,1,1
2024-01-12-21-50-04.jpg,2,"1,3"
2024-01-12-13-25-05.jpg,3,"0,1,2"
2024-01-12-21-05-05.jpg,1,3
2024-01-12-04-30-04.jpg,3,"1,2,3"
2024-01-12-17-10-05.jpg,2,"0,2"
2024-01-12-17-45-04.jpg,1,2
2024-01-12-08-55-05.jpg,1,2
2024-01-12-08-00-04.jpg,1,2
2024-01-12-22-10-04.jpg,2,"1,3"
